Name,eval/lrml_f_score.max,eval/bleu.max,train/global_step,learning_rate,_n_gpu,metric_for_best_model,dataloader_drop_last,output_hidden_states,ID,Runtime,End Time,Updated,Created,State,test/bleu,test/length_ratio,test/lrml_f_score,test/lrml_recall,test/prediction,test/runtime,test/steps_per_second,test/brevity_penalty,test/lrml_precision,test/reference_length,test/loss,test/samples_per_second,test/translation_length,test/precisions
t5-amr-lrml-b8_0.0004_beam3_hyper_42,41.03676198,0.5001775,1380.0,0.0004,1,lrml_f_score,False,False,bl9v9a2n,2458,2022-08-07T01:32:35.000Z,2022-08-07T01:32:35.000Z,2022-08-07T00:51:37.000Z,finished,0.5001775,1.129490022,41.03676198,43.21617211,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(clause),var(chimney)),data(nzs_3109))))",58.2252,0.137,1.0,39.06661577,6765.0,0.26785332,1.048,7641.0,"[0.668237141735375,0.566490765171504,0.454847719111584,0.36350227943148294]"
bart-large-lrml-b16_7e-05_beam5_hyper_42,34.31374299,0.408927919,595.0,7e-05,1,lrml_f_score,False,False,3j4vqwuc,2304,2022-08-07T01:13:48.000Z,2022-08-07T01:13:48.000Z,2022-08-07T00:35:24.000Z,finished,0.330355488,0.678713152,34.31374299,31.05737241,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(not(atom(var(material),data(ordinaryGradeConcrete)))))",57.5307,0.07,0.622895514,38.33296013,7056.0,0.215536505,1.06,4789.0,"[0.7961996241386511,0.6336717428087987,0.47053781872723377,0.3332609639600521]"
t5-base-lrml-b12_0.0004_beam1_hyper_42,35.8755495,0.49198679,920.0,0.0004,1,lrml_f_score,False,False,hhf8nnzp,1574,2022-08-07T00:57:49.000Z,2022-08-07T00:57:49.000Z,2022-08-07T00:31:35.000Z,finished,0.463166755,1.168810052,35.8755495,37.2757456,"if(expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",23.51,0.255,1.0,34.5767368,6765.0,0.257121891,2.595,7907.0,"[0.6428481092702668,0.5327555442263574,0.4168272318561336,0.32237182806835835]"
t5-large-lrml-b8_0.0004_beam1_hyper_42,39.42164968,0.554482728,1380.0,0.0004,1,lrml_f_score,False,False,34pyco5c,4360,2022-08-07T01:43:41.000Z,2022-08-07T01:43:41.000Z,2022-08-07T00:31:01.000Z,finished,0.540141136,1.11322986,39.42164968,41.96222819,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(of),atom(var(chimney)),data(stack),data(gather),data(base)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",59.9614,0.133,1.0,37.17114452,6765.0,0.34315443,1.017,7531.0,"[0.7188952330367813,0.6093708165997322,0.493858820353624,0.393440391943386]"
t5-amr-lrml-b8_0.0004_beam1_hyper_42,40.49991923,0.536844736,1173.0,0.0004,1,lrml_f_score,False,False,1b5zmvtj,1752,2022-08-07T00:51:28.000Z,2022-08-07T00:51:28.000Z,2022-08-07T00:22:16.000Z,finished,0.536844736,1.060162602,40.49991923,41.82083806,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(clause),var(nzs_3109)),data(ordinaryGradeConcrete))))",45.3915,0.176,1.0,39.25988846,6765.0,0.253683001,1.344,7172.0,"[0.7247629670942555,0.6096189002953171,0.4887943262411347,0.3846043783087709]"
bart-large-lrml-b16_7e-05_beam3_hyper_42,33.62916244,0.419438039,420.0,7e-05,1,lrml_f_score,False,False,372fv5ke,1415,2022-08-07T00:35:08.000Z,2022-08-07T00:35:08.000Z,2022-08-07T00:11:33.000Z,finished,0.33843946,0.721655329,33.62916244,32.03691943,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(not(atom(var(material),data(ordinaryGradeConcrete)))))",44.5508,0.09,0.679972404,35.38795266,7056.0,0.201570764,1.369,5092.0,"[0.7596229379418696,0.5990856688531108,0.441046277665996,0.3057649215726217]"
t5-base-lrml-b8_0.0004_beam5_hyper_42,36.39026136,0.510101925,1104.0,0.0004,1,lrml_f_score,False,False,2fjj0rpc,2150,2022-08-07T00:31:20.000Z,2022-08-07T00:31:20.000Z,2022-08-06T23:55:30.000Z,finished,0.510101925,0.952402069,36.39026136,35.83878013,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",55.4301,0.144,0.95125157,36.95898004,6765.0,0.245788261,1.1,6443.0,"[0.734440478038181,0.6104669382638671,0.4834678057269419,0.3814696485623003]"
bart-large-lrml-b16_7e-05_beam1_hyper_42,30.02540828,0.426366597,700.0,7e-05,1,lrml_f_score,False,False,18fdwb5r,1842,2022-08-07T00:11:17.000Z,2022-08-07T00:11:17.000Z,2022-08-06T23:40:35.000Z,finished,0.39124277,1.254960317,30.02540828,33.37150074,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(expr('fun(complyWith),atom (var(concealedConcrete)),data((nzs_3109))),obligations(expr(""fun(equal),atom((rel(grade),var (concrete)),and(data(ordinaryGrade),data(pressed)))),obmission(expr((fun(asPer),atom(_rel(material),var((concreteChimney))),data((nzbc_g12_as1_3.0)))))",18.8838,0.212,1.0,27.28917794,7056.0,0.237113252,3.23,8855.0,"[0.6118577075098814,0.4766886513531954,0.3431810374441773,0.23408671586715868]"
t5-amr-lrml-b4_0.0004_beam5_hyper_42,39.84778854,0.512771566,2055.0,0.0004,1,lrml_f_score,False,False,1sh164lz,2500,2022-08-07T00:22:07.000Z,2022-08-07T00:22:07.000Z,2022-08-06T23:40:27.000Z,finished,0.495619981,0.941463415,39.84778854,38.77237865,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",73.786,0.217,0.939717326,40.98455649,6765.0,0.258224607,0.827,6369.0,"[0.7302559271471188,0.6044705136334813,0.47558828237554024,0.3685741998060136]"
t5-base-lrml-b8_0.0004_beam3_hyper_42,37.29822578,0.506880064,1104.0,0.0004,1,lrml_f_score,False,False,37wmwyiq,1803,2022-08-06T23:55:15.000Z,2022-08-06T23:55:15.000Z,2022-08-06T23:25:12.000Z,finished,0.506880064,0.933037694,37.29822578,36.23642981,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",40.5501,0.197,0.930746747,38.42412537,6765.0,0.245788261,1.504,6312.0,"[0.7458808618504436,0.6210206366981283,0.49046849757673666,0.38717572197748407]"
t5-large-lrml-b4_0.0004_beam5_hyper_42,39.06764346,0.526326344,1644.0,0.0004,1,lrml_f_score,False,False,avdf9gzo,3978,2022-08-07T00:30:39.000Z,2022-08-07T00:30:39.000Z,2022-08-06T23:24:21.000Z,finished,0.499821877,1.086622321,39.06764346,39.70080475,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(of),atom(var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",135.1196,0.118,1.0,38.45436086,6765.0,0.24874045,0.451,7351.0,"[0.6705210175486328,0.5651577503429356,0.4558030156314843,0.361328125]"
t5-amr-lrml-b4_0.0004_beam3_hyper_42,39.29678291,0.517443161,2055.0,0.0004,1,lrml_f_score,False,False,3f1ssee0,2255,2022-08-06T23:40:17.000Z,2022-08-06T23:40:17.000Z,2022-08-06T23:02:42.000Z,finished,0.495798095,0.979453067,39.29678291,38.15806058,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",67.3802,0.237,0.979240541,40.50555989,6765.0,0.258224607,0.905,6626.0,"[0.7023845457289466,0.580959634424981,0.4564883148831488,0.3527859692689741]"
t5-base-lrml-b8_0.0004_beam1_hyper_42,37.28991704,0.531170282,1104.0,0.0004,1,lrml_f_score,False,False,1k73fbq7,1496,2022-08-06T23:24:57.000Z,2022-08-06T23:24:57.000Z,2022-08-06T23:00:01.000Z,finished,0.531170282,0.925646711,37.28991704,35.84295284,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary))))",27.1665,0.294,0.922815668,38.8586225,6765.0,0.245788261,2.245,6262.0,"[0.7821782178217822,0.656507014997581,0.5216612377850163,0.40977134397104786]"
bart-large-lrml-b12_7e-05_beam5_hyper_42,34.64814024,0.394678912,874.0,7e-05,1,lrml_f_score,False,False,3b2s77xe,2446,2022-08-06T23:40:18.000Z,2022-08-06T23:40:18.000Z,2022-08-06T22:59:32.000Z,finished,0.391206105,0.847505669,34.64814024,34.48761455,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(and(obligation(atom(var(complyWith),data(nzs_3109))))",63.9119,0.094,0.835326084,34.81016729,7056.0,0.241100907,0.954,5980.0,"[0.7148829431438127,0.5632708227741172,0.4166951177876409,0.28670001725030186]"
bart-large-lrml-b12_7e-05_beam3_hyper_42,32.62635271,0.431582458,644.0,7e-05,1,lrml_f_score,False,False,7lsmm5v8,1560,2022-08-06T22:59:15.000Z,2022-08-06T22:59:15.000Z,2022-08-06T22:33:15.000Z,finished,0.297382024,0.670351474,32.62635271,30.99208902,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(not(expr(_fun(complyWith),atom((rel(material),var((concrete)),or(data(nzs_3109),data(ordinaryGradeConcrete)))))",26.4083,0.227,0.611552326,34.44256569,7056.0,0.215216234,2.31,4730.0,"[0.7558139534883721,0.5911330049261084,0.4294704861111111,0.2914009236859468]"
t5-amr-lrml-b4_0.0004_beam1_hyper_42,38.01358486,0.525525142,2055.0,0.0004,1,lrml_f_score,False,False,oia6v033,1937,2022-08-06T23:02:32.000Z,2022-08-06T23:02:32.000Z,2022-08-06T22:30:15.000Z,finished,0.496353354,0.974575018,38.01358486,37.08910003,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",55.0886,0.29,0.974249084,38.98533536,6765.0,0.258224607,1.107,6593.0,"[0.7028666767784013,0.5851194121249235,0.4603616133518776,0.3558502340093604]"
t5-large-lrml-b4_0.0004_beam3_hyper_42,39.48010979,0.526311253,1644.0,0.0004,1,lrml_f_score,False,False,2bw8yww8,3732,2022-08-06T23:23:58.000Z,2022-08-06T23:23:58.000Z,2022-08-06T22:21:46.000Z,finished,0.508761055,1.048484848,39.48010979,39.7051367,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(of),atom(var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",114.5505,0.14,1.0,39.25761915,6765.0,0.24874045,0.533,7093.0,"[0.6854645425066968,0.5760807736063709,0.46320470520728735,0.3662807525325615]"
t5-base-lrml-b4_0.0004_beam5_hyper_42,38.99688565,0.524068253,2740.0,0.0004,1,lrml_f_score,False,False,23ty9j32,3048,2022-08-06T22:59:46.000Z,2022-08-06T22:59:46.000Z,2022-08-06T22:08:58.000Z,finished,0.475320357,1.176644494,38.99688565,41.63949283,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",71.9977,0.222,1.0,36.66968233,6765.0,0.294275343,0.847,7960.0,"[0.6543969849246232,0.5469046714774022,0.4300842051543761,0.33161887617333163]"
bart-large-lrml-b12_7e-05_beam1_hyper_42,32.86410486,0.4481048,782.0,7e-05,1,lrml_f_score,False,False,2xj3xevj,1611,2022-08-06T22:32:58.000Z,2022-08-06T22:32:58.000Z,2022-08-06T22:06:07.000Z,finished,0.4481048,1.007227891,32.86410486,33.26475828,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(_fun(complyWith),atom (rel(grade),var),chimneys)),data((nzs_3109))))",17.4806,0.343,1.0,32.47298783,7056.0,0.219943047,3.49,7107.0,"[0.6744055156887576,0.5325007096224809,0.39642090193271295,0.2832177931831311]"
t5-amr-lrml-b16_0.0003_beam5_hyper_42,37.46047056,0.469349675,700.0,0.0003,1,lrml_f_score,False,False,3sksfhk6,2813,2022-08-06T22:30:05.000Z,2022-08-06T22:30:05.000Z,2022-08-06T21:43:12.000Z,finished,0.459935359,1.242719882,37.46047056,40.79301887,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",81.91,0.049,1.0,34.63129836,6765.0,0.228250876,0.745,8407.0,"[0.6376828833115261,0.5276779295470885,0.41412190706095353,0.3211332684824903]"
t5-large-lrml-b4_0.0004_beam1_hyper_42,38.96533588,0.5296188,1644.0,0.0004,1,lrml_f_score,False,False,3dv04g0h,3224,2022-08-06T22:21:22.000Z,2022-08-06T22:21:22.000Z,2022-08-06T21:27:38.000Z,finished,0.489327587,1.11308204,38.96533588,39.7699927,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_ordinaryGradeConcrete))))",90.5545,0.177,1.0,38.19259419,6765.0,0.24874045,0.674,7530.0,"[0.6549800796812749,0.5526844289730888,0.4466792656587473,0.35456648972369675]"
bart-large-lrml-b8_7e-05_beam5_hyper_42,34.09019456,0.391401357,1380.0,7e-05,1,lrml_f_score,False,False,3gzmubvv,2396,2022-08-06T22:05:50.000Z,2022-08-06T22:05:50.000Z,2022-08-06T21:25:54.000Z,finished,0.337235471,0.714285714,34.09019456,32.20212829,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(atom(var(complyWith),data(nzs_3109_clause_1))))",40.992,0.195,0.670320046,36.21345163,7056.0,0.276597172,1.488,5040.0,"[0.7632936507936507,0.6071500301265315,0.4461163074420496,0.3098620547663167]"
t5-base-lrml-b4_0.0004_beam3_hyper_42,38.7256048,0.51905695,2740.0,0.0004,1,lrml_f_score,False,False,xcf858ar,2754,2022-08-06T22:08:43.000Z,2022-08-06T22:08:43.000Z,2022-08-06T21:22:49.000Z,finished,0.467343714,1.279526977,38.7256048,43.94119428,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",67.8518,0.236,1.0,34.61677503,6765.0,0.300527036,0.899,8656.0,"[0.6367837338262476,0.5340314136125655,0.42418561049917974,0.33069750973681106]"
t5-amr-lrml-b16_0.0003_beam3_hyper_42,36.79640906,0.487276998,630.0,0.0003,1,lrml_f_score,False,False,1akjwkot,2063,2022-08-06T21:43:03.000Z,2022-08-06T21:43:03.000Z,2022-08-06T21:08:40.000Z,finished,0.487276998,1.111456024,36.79640906,38.71779059,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_3109_ordinaryGradeConcrete))))",49.466,0.081,1.0,35.05670973,6765.0,0.222323135,1.233,7519.0,"[0.679212661258146,0.5615446500402252,0.43936731107205623,0.33642311886586695]"
bart-large-lrml-b8_7e-05_beam3_hyper_42,33.6227132,0.428062566,1035.0,7e-05,1,lrml_f_score,False,False,1swiotij,1628,2022-08-06T21:25:37.000Z,2022-08-06T21:25:37.000Z,2022-08-06T20:58:29.000Z,finished,0.339439596,0.715561224,33.6227132,30.73097909,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(not(expr(_fun(complyWith),atom (rel(material),var (chimneys)),data((nzs_3109)))))",26.6787,0.3,0.671994948,37.11519105,7056.0,0.223132461,2.286,5049.0,"[0.7720340661517132,0.6080593424218124,0.44570732697381776,0.31113851212494864]"
t5-base-lrml-b4_0.0004_beam1_hyper_42,37.94150059,0.51214462,2740.0,0.0004,1,lrml_f_score,False,False,3qaq8lu0,2284,2022-08-06T21:22:34.000Z,2022-08-06T21:22:34.000Z,2022-08-06T20:44:30.000Z,finished,0.459218729,1.310421286,37.94150059,42.60042249,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",52.9356,0.302,1.0,34.2011506,6765.0,0.300118417,1.152,8865.0,"[0.6145516074450085,0.5208995910949569,0.419078119638568,0.33149043999078553]"
t5-amr-lrml-b16_0.0003_beam1_hyper_42,36.38594839,0.502279531,630.0,0.0003,1,lrml_f_score,False,False,11zo4s2h,1597,2022-08-06T21:08:30.000Z,2022-08-06T21:08:30.000Z,2022-08-06T20:41:53.000Z,finished,0.502279531,1.049371766,36.38594839,37.28324271,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_3109_ordinaryGradeConcrete))))",38.828,0.103,1.0,35.53082934,6765.0,0.222323135,1.571,7099.0,"[0.6954500633892098,0.5764421710713271,0.4539200229324925,0.34976865240023136]"
bart-large-lrml-b8_7e-05_beam1_hyper_42,30.93638989,0.426768667,966.0,7e-05,1,lrml_f_score,False,False,2i0f5rtz,1394,2022-08-06T20:58:13.000Z,2022-08-06T20:58:13.000Z,2022-08-06T20:34:59.000Z,finished,0.422635742,0.966269841,30.93638989,30.50316742,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(_fun(complyWith),atom (var(concement)),data((nzs_3109))))",20.8545,0.384,0.965694645,31.38209537,7056.0,0.221374929,2.925,6818.0,"[0.6883250220005867,0.5324848305461003,0.3836618876941458,0.2608892238131123]"
t5-amr-lrml-b12_0.0003_beam5_hyper_42,33.99267174,0.406179062,414.0,0.0003,1,lrml_f_score,False,False,kyfzj8y7,1324,2022-08-06T20:41:44.000Z,2022-08-06T20:41:44.000Z,2022-08-06T20:19:40.000Z,finished,0.360172145,1.374870658,33.99267174,35.1315639,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",76.1192,0.079,1.0,32.925302,6765.0,0.220473945,0.801,9301.0,"[0.5219868831308462,0.42272727272727273,0.319860551258307,0.23842948014915552]"
t5-base-lrml-b16_0.0003_beam5_hyper_42,33.83854851,0.411457795,595.0,0.0003,1,lrml_f_score,False,False,15a1ae78,2194,2022-08-06T20:44:15.000Z,2022-08-06T20:44:15.000Z,2022-08-06T20:07:41.000Z,finished,0.397795162,1.392904656,33.83854851,37.72070085,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",69.3069,0.058,1.0,30.68091893,6765.0,0.227256238,0.88,9423.0,"[0.5592698715907884,0.4588763084810938,0.3566283195355338,0.2735930735930736]"
bart-large-lrml-b4_7e-05_beam5_hyper_42,31.20602759,0.400573014,1781.0,7e-05,1,lrml_f_score,False,False,rcw09db5,1782,2022-08-06T20:34:42.000Z,2022-08-06T20:34:42.000Z,2022-08-06T20:05:00.000Z,finished,0.300523082,0.650226757,31.20602759,28.02939434,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(not(expr(_fun(complyWith),atom(_new)),var(conceiling))),data(nzs_3109)))))",40.594,0.394,0.583958698,35.19472344,7056.0,0.22886686,1.503,4588.0,"[0.783129904097646,0.6231499889551579,0.4587998208687864,0.3132803632236095]"
t5-amr-lrml-b12_0.0003_beam3_hyper_42,34.56307155,0.430502388,414.0,0.0003,1,lrml_f_score,False,False,1c3wy3jo,1105,2022-08-06T20:19:31.000Z,2022-08-06T20:19:31.000Z,2022-08-06T20:01:06.000Z,finished,0.40656887,1.198817443,34.56307155,35.41823226,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",55.7385,0.108,1.0,33.74823239,6765.0,0.220473945,1.094,8110.0,"[0.5824907521578299,0.4757112684805566,0.36204306459689534,0.27236028762457426]"
t5-large-lrml-b8_0.0003_beam5_hyper_42,41.21414627,0.544246307,1311.0,0.0003,1,lrml_f_score,False,False,3l8kwgu4,5576,2022-08-06T21:24:13.000Z,2022-08-06T21:24:13.000Z,2022-08-06T19:51:17.000Z,finished,0.540524918,1.075683666,41.21414627,43.96112806,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",129.3418,0.062,1.0,38.79027363,6765.0,0.303554147,0.472,7277.0,"[0.7110072832211076,0.6047671840354767,0.496575821104123,0.3997744572878489]"
t5-amr-lrml-b12_0.0003_beam1_hyper_42,34.88967685,0.460404143,414.0,0.0003,1,lrml_f_score,False,False,3kpdlah0,873,2022-08-06T20:00:56.000Z,2022-08-06T20:00:56.000Z,2022-08-06T19:46:23.000Z,finished,0.460404143,1.006356245,34.88967685,35.11615106,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_forEarthCement))))",36.5096,0.164,1.0,34.66610513,6765.0,0.220473945,1.671,6808.0,"[0.6498237367802585,0.5360901141247962,0.4139994017349686,0.31154716981132075]"
bart-large-lrml-b4_7e-05_beam3_hyper_42,30.91097409,0.38900564,1370.0,7e-05,1,lrml_f_score,False,False,grnkv1qi,1314,2022-08-06T20:04:44.000Z,2022-08-06T20:04:44.000Z,2022-08-06T19:42:50.000Z,finished,0.317785603,0.744472789,30.91097409,28.93519439,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(and(obligation(not(expr.fun(complyWith),atom((var(concreteChimney))),data(nzs_3109)))))",35.418,0.452,0.709473283,33.17635248,7056.0,0.217106715,1.722,5253.0,"[0.696554349895298,0.5406394453004623,0.3895926719937634,0.2743589743589744]"
t5-base-lrml-b16_0.0003_beam3_hyper_42,35.12922813,0.450836383,700.0,0.0003,1,lrml_f_score,False,False,1adgh8wl,2003,2022-08-06T20:07:26.000Z,2022-08-06T20:07:26.000Z,2022-08-06T19:34:03.000Z,finished,0.424981464,1.332594235,35.12922813,37.50343219,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",48.1379,0.083,1.0,33.03773115,6765.0,0.238185376,1.267,9015.0,"[0.5844703272323905,0.4879383515747152,0.3836725514449567,0.29812047101449274]"
t5-amr-lrml-b8_0.0003_beam5_hyper_42,33.09422895,0.405271449,621.0,0.0003,1,lrml_f_score,False,False,2a3x7p5o,1420,2022-08-06T19:46:14.000Z,2022-08-06T19:46:14.000Z,2022-08-06T19:22:34.000Z,finished,0.405271449,1.293126386,33.09422895,35.32181423,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(reinforcedConcrete))))",78.3647,0.102,1.0,31.13094277,6765.0,0.219953313,0.778,8748.0,"[0.586076817558299,0.4748474732358697,0.36019012288430324,0.26911850554582606]"
bart-large-lrml-b4_7e-05_beam1_hyper_42,28.87764851,0.383935003,1370.0,7e-05,1,lrml_f_score,False,False,2x3li18x,1245,2022-08-06T19:42:34.000Z,2022-08-06T19:42:34.000Z,2022-08-06T19:21:49.000Z,finished,0.381327324,1.081349206,28.87764851,29.35554005,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(obligation(expr.fun(complyWith),atom((var(concreteChimney))),data(nzs_3109))))",32.1532,0.498,1.0,28.41506734,7056.0,0.217106715,1.897,7630.0,"[0.6049803407601573,0.46769718588981374,0.3316462440063932,0.2253256344836847]"
t5-base-lrml-b16_0.0003_beam1_hyper_42,35.62788958,0.48793663,700.0,0.0003,1,lrml_f_score,False,False,vyvpmqu0,1474,2022-08-06T19:33:48.000Z,2022-08-06T19:33:48.000Z,2022-08-06T19:09:14.000Z,finished,0.435218154,1.221138211,35.62788958,36.66763086,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109)))))",21.5585,0.186,1.0,34.64548786,6765.0,0.238185376,2.83,8261.0,"[0.6148166081588186,0.5064634146341463,0.38911414178646025,0.2961128992324833]"
t5-amr-lrml-b8_0.0003_beam3_hyper_42,34.406467,0.450109455,621.0,0.0003,1,lrml_f_score,False,False,15yzptve,1202,2022-08-06T19:22:24.000Z,2022-08-06T19:22:24.000Z,2022-08-06T19:02:22.000Z,finished,0.450109455,1.14338507,34.406467,36.19822093,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(reinforcedConcrete))))",57.0681,0.14,1.0,32.78372514,6765.0,0.219953313,1.069,7735.0,"[0.653393665158371,0.527756059421423,0.40023643767240247,0.2974046610169492]"
bart-large-lrml-b16_6e-05_beam5_hyper_42,32.88663836,0.409999267,490.0,6e-05,1,lrml_f_score,False,False,mcyuhs1q,1924,2022-08-06T19:21:32.000Z,2022-08-06T19:21:32.000Z,2022-08-06T18:49:28.000Z,finished,0.351056836,1.116638322,32.88663836,32.84219546,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(and(obligation(atom(var(complyWith),data(nzs_3109))))",105.5207,0.038,1.0,32.93120172,7056.0,0.197226986,0.578,7879.0,"[0.5489275288742226,0.4283704272192377,0.3110738687636973,0.20764033264033263]"
t5-base-lrml-b12_0.0003_beam5_hyper_42,33.08549512,0.423354198,506.0,0.0003,1,lrml_f_score,False,False,3s0rayj4,1495,2022-08-06T19:09:00.000Z,2022-08-06T19:09:00.000Z,2022-08-06T18:44:05.000Z,finished,0.362426218,1.375018477,33.08549512,33.36057282,"if(expr(fun(is),atom(rel(type),var(chimney)),data(concrete))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",75.4985,0.079,1.0,32.81491667,6765.0,0.223079786,0.808,9302.0,"[0.5270909481831864,0.4264689968618115,0.320479302832244,0.2394999451694265]"
