Name,eval/lrml_f_score.max,eval/bleu.max,train/global_step,learning_rate,_n_gpu,metric_for_best_model,dataloader_drop_last,output_hidden_states,ID,Runtime,End Time,Updated,Created,State,test/bleu,test/length_ratio,test/lrml_f_score,test/lrml_recall,test/prediction,test/runtime,test/steps_per_second,test/brevity_penalty,test/lrml_precision,test/reference_length,test/loss,test/samples_per_second,test/translation_length,test/precisions
t5-amr-lrml-b4_0.0006_beam5_hyper_42,38.39053861,0.515498831,2740.0,0.0006,1,lrml_f_score,False,False,398w6axm,3227,2022-08-08T04:39:01.000Z,2022-08-08T04:39:01.000Z,2022-08-08T03:45:14.000Z,finished,0.42647826,1.356097561,38.39053861,39.6571707,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(has),atom(var(chimney)),data(concrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_0))))",99.6039,0.161,1.0,37.20231355,6765.0,0.335471541,0.612,9174.0,"[0.5713974275125354,0.4829364643915286,0.3884224480777729,0.30864197530864196]"
t5-base-lrml-b4_0.0006_beam5_hyper_42,37.64387065,0.497279403,2192.0,0.0006,1,lrml_f_score,False,False,2faiwgm4,2402,2022-08-08T04:23:53.000Z,2022-08-08T04:23:53.000Z,2022-08-08T03:43:51.000Z,finished,0.468280912,1.248632668,37.64387065,41.5813149,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))),obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109)))))",87.5643,0.183,1.0,34.38761664,6765.0,0.272546083,0.697,8447.0,"[0.6380963655735764,0.535296923443835,0.4252252252252252,0.33107454017424975]"
t5-amr-lrml-b4_0.0006_beam3_hyper_42,37.07422352,0.503634205,2055.0,0.0006,1,lrml_f_score,False,False,3mdqan0v,2227,2022-08-08T03:45:05.000Z,2022-08-08T03:45:05.000Z,2022-08-08T03:07:58.000Z,finished,0.503634205,0.959940872,37.07422352,35.72438658,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_0))))",65.0976,0.246,0.959127916,38.53007259,6765.0,0.262674034,0.937,6494.0,"[0.7109639667385279,0.5973884657236126,0.4750470809792844,0.37680240849310725]"
t5-base-lrml-b4_0.0006_beam3_hyper_42,37.83112603,0.49254989,2740.0,0.0006,1,lrml_f_score,False,False,1c0u7yh2,2593,2022-08-08T03:43:36.000Z,2022-08-08T03:43:36.000Z,2022-08-08T03:00:23.000Z,finished,0.49254989,1.162453806,37.83112603,39.94229755,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",60.2353,0.266,1.0,35.9319249,6765.0,0.324072689,1.013,7864.0,"[0.6665818921668362,0.5619633474304755,0.4466546112115733,0.35177711235516207]"
t5-large-lrml-b4_0.0006_beam3_hyper_42,38.08416687,0.517051172,1781.0,0.0006,1,lrml_f_score,False,False,284qxmos,3978,2022-08-08T03:58:23.000Z,2022-08-08T03:58:23.000Z,2022-08-08T02:52:05.000Z,finished,0.516774699,1.115890613,38.08416687,39.48179289,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",131.6213,0.122,1.0,36.7821077,6765.0,0.257445306,0.463,7549.0,"[0.7018148099085971,0.5869391025641025,0.46681028679143666,0.370893293510725]"
t5-base-lrml-b4_0.0006_beam1_hyper_42,38.20270137,0.514845314,2603.0,0.0006,1,lrml_f_score,False,False,1yv376z2,2052,2022-08-08T03:00:08.000Z,2022-08-08T03:00:08.000Z,2022-08-08T02:25:56.000Z,finished,0.474765547,1.153436807,38.20270137,40.26957238,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(construction)),data(reinforcedConcrete)),expr(fun(has),atom(var(reinforcedConcrete)),data(chimney)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinaryGrade)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",48.394,0.331,1.0,36.33764022,6765.0,0.301928222,1.26,7803.0,"[0.6356529539920543,0.5381038491345905,0.4324957687801067,0.3434383202099738]"
t5-amr-lrml-b4_0.0006_beam1_hyper_42,36.76315792,0.502763252,2740.0,0.0006,1,lrml_f_score,False,False,3l8ckcbu,4443,2022-08-08T03:07:48.000Z,2022-08-08T03:07:48.000Z,2022-08-08T01:53:45.000Z,finished,0.45761171,1.240354767,36.76315792,39.05747292,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(has),atom(var(chimney)),data(concrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_3910))))",64.7391,0.247,1.0,34.72343318,6765.0,0.315820485,0.942,8391.0,"[0.6236443808842808,0.5214885954381753,0.4141976055145725,0.3255360623781676]"
t5-large-lrml-b4_0.0006_beam1_hyper_42,36.62539533,0.519789479,1233.0,0.0006,1,lrml_f_score,False,False,12z47tzy,4096,2022-08-08T02:51:43.000Z,2022-08-08T02:51:43.000Z,2022-08-08T01:43:27.000Z,finished,0.460784526,0.803252033,36.62539533,33.01616146,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109))))",70.3475,0.227,0.782752072,41.12058159,6765.0,0.239345938,0.867,5434.0,"[0.7940743467059257,0.672250139586823,0.5384036144578314,0.4178251761569225]"
t5-amr-lrml-b16_0.0005_beam5_hyper_42,34.91818903,0.518067197,420.0,0.0005,1,lrml_f_score,False,False,1bky9eir,3501,2022-08-08T01:53:35.000Z,2022-08-08T01:53:35.000Z,2022-08-08T00:55:14.000Z,finished,0.457267846,1.194382853,34.91818903,39.2856595,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(clause),var(chimney)),data(nzs_3109))))",74.0526,0.054,1.0,31.42464436,6765.0,0.209090427,0.824,8080.0,"[0.6486386138613861,0.5287442324479361,0.408394068861523,0.31214385209573253]"
bart-large-lrml-b16_9e-05_beam5_hyper_42,33.10905248,0.354771422,490.0,9e-05,1,lrml_f_score,False,False,29so3qdz,8186,2022-08-08T03:07:34.000Z,2022-08-08T03:07:34.000Z,2022-08-08T00:51:08.000Z,finished,0.354771422,0.75,33.10905248,29.15279482,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(expr(_fun(complyWith),atom((rel(grade),var((concrete)))),data(nzs_3109))))",85.7835,0.047,0.716531311,38.30770109,7056.0,0.212457806,0.711,5292.0,"[0.7390400604686319,0.5964442745173008,0.44197292069632493,0.3084752397729497]"
t5-base-lrml-b16_0.0005_beam5_hyper_42,38.48131146,0.468269842,700.0,0.0005,1,lrml_f_score,False,False,1h335k8l,6844,2022-08-08T02:25:41.000Z,2022-08-08T02:25:41.000Z,2022-08-08T00:31:37.000Z,finished,0.448270893,1.313968958,38.48131146,43.3014301,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(material),var(chimney)),data(nzs_3109))))",68.3346,0.059,1.0,34.62681194,6765.0,0.258539766,0.893,8889.0,"[0.6124423444706941,0.5121205256003625,0.4049275692939432,0.3179416494371698]"
t5-amr-lrml-b16_0.0005_beam3_hyper_42,35.53373689,0.480711309,385.0,0.0005,1,lrml_f_score,False,False,nswgv6t9,1878,2022-08-08T00:55:05.000Z,2022-08-08T00:55:05.000Z,2022-08-08T00:23:47.000Z,finished,0.454409604,1.13495935,35.53373689,37.1424133,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(concrete)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(clause),var(concrete)),data(nzs_3109))))",54.8806,0.073,1.0,34.05862265,6765.0,0.212292314,1.112,7678.0,"[0.6428757488929409,0.528029407903374,0.40788777130757015,0.30793862575050035]"
bart-large-lrml-b16_9e-05_beam3_hyper_42,32.64114472,0.433748566,700.0,9e-05,1,lrml_f_score,False,False,2l4ucfhn,2437,2022-08-08T00:50:52.000Z,2022-08-08T00:50:52.000Z,2022-08-08T00:10:15.000Z,finished,0.396803744,0.862244898,32.64114472,31.81930552,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(and(obligation(expr(_fun(complyWith),atomrel(material),var((chimneys)),data((nzs_3109))),expr(rulestatement(expr('fun(equal),expr('min),atom((rel(grade),var(_chimNEY))),data(ordinary)))))",40.7162,0.098,0.852345504,33.50656294,7056.0,0.276688099,1.498,6084.0,"[0.7148257725180802,0.5646687697160884,0.41194230124119424,0.2824944924589053]"
t5-amr-lrml-b16_0.0005_beam1_hyper_42,35.95620948,0.511141781,420.0,0.0005,1,lrml_f_score,False,False,1cmsbz2j,1037,2022-08-08T00:23:37.000Z,2022-08-08T00:23:37.000Z,2022-08-08T00:06:20.000Z,finished,0.507201043,1.112638581,35.95620948,38.14380071,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(clause),var(chimney)),data(nzs_3109))))",31.4328,0.127,1.0,34.00592994,6765.0,0.209090427,1.941,7527.0,"[0.6990833001195695,0.5813019019555318,0.4592842673869008,0.3545751633986928]"
t5-base-lrml-b16_0.0005_beam3_hyper_42,37.66063921,0.464600321,700.0,0.0005,1,lrml_f_score,False,False,107f66cl,3421,2022-08-08T00:31:22.000Z,2022-08-08T00:31:22.000Z,2022-08-07T23:34:21.000Z,finished,0.447708032,1.314116778,37.66063921,42.53039599,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(material),var(chimney)),data(nzs_3109))))",48.4409,0.083,1.0,33.79149233,6765.0,0.256844699,1.259,8890.0,"[0.6136107986501688,0.5142145203307282,0.4052235401459854,0.31422992994142646]"
t5-large-lrml-b8_0.0005_beam5_hyper_42,39.60595051,0.55070936,1242.0,0.0005,1,lrml_f_score,False,False,4xf6kf8v,7824,2022-08-08T01:39:57.000Z,2022-08-08T01:39:57.000Z,2022-08-07T23:29:33.000Z,finished,0.522070948,0.908203991,39.60595051,39.07323998,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",1933.3921,0.004,0.903865947,40.15338738,6765.0,0.305034906,0.032,6144.0,"[0.7713216145833334,0.654446819003781,0.5280637661906343,0.4175473913772857]"
t5-amr-lrml-b12_0.0005_beam5_hyper_42,38.36982695,0.495975371,920.0,0.0005,1,lrml_f_score,False,False,ojtx7tya,4001,2022-08-08T00:06:11.000Z,2022-08-08T00:06:11.000Z,2022-08-07T22:59:30.000Z,finished,0.474996237,1.21315595,38.36982695,41.33364006,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(of),atom(var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",66.402,0.09,1.0,35.80261398,6765.0,0.266599476,0.919,8207.0,"[0.6445717070793225,0.5438251902774368,0.4314162028447743,0.33661515453639085]"
t5-base-lrml-b16_0.0005_beam1_hyper_42,37.01699874,0.500878085,700.0,0.0005,1,lrml_f_score,False,False,w7yodq4o,5804,2022-08-07T23:34:07.000Z,2022-08-07T23:34:07.000Z,2022-08-07T21:57:23.000Z,finished,0.474280632,1.223207687,37.01699874,38.75899,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(material),var(chimney)),data(nzs_3109))))",18.1935,0.22,1.0,35.42485735,6765.0,0.258539766,3.353,8275.0,"[0.6397583081570997,0.5385926467007548,0.4310069912915491,0.34070687098368757]"
bart-large-lrml-b16_9e-05_beam1_hyper_42,32.60617249,0.446863897,700.0,9e-05,1,lrml_f_score,False,False,1upfpz04,8023,2022-08-08T00:09:58.000Z,2022-08-08T00:09:58.000Z,2022-08-07T21:56:15.000Z,finished,0.430693209,1.127834467,32.60617249,34.42610949,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(and(obligation(expr(_fun(complyWith),atomvar(concreteChimney))),data(nzs_3109))))",17.7146,0.226,1.0,30.96899588,7056.0,0.276688099,3.443,7958.0,"[0.6593365167127418,0.5179181967835887,0.38067891781521185,0.26469453376205787]"
bart-large-lrml-b12_9e-05_beam5_hyper_42,32.61468208,0.361879855,690.0,9e-05,1,lrml_f_score,False,False,230ftjb7,2323,2022-08-07T21:55:59.000Z,2022-08-07T21:55:59.000Z,2022-08-07T21:17:16.000Z,finished,0.223610976,0.531746032,32.61468208,27.86440032,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(or(and(obligation(atom(var(concreteChimney),data(ordinaryGradeConcrete))))",21.9328,0.274,0.414535354,39.31746544,7056.0,0.222958803,2.781,3752.0,"[0.7705223880597015,0.6429151991330263,0.4903581267217631,0.34855701877276546]"
t5-amr-lrml-b12_0.0005_beam3_hyper_42,39.02317312,0.497559173,874.0,0.0005,1,lrml_f_score,False,False,3uh1u25y,6267,2022-08-07T22:59:20.000Z,2022-08-07T22:59:20.000Z,2022-08-07T21:14:53.000Z,finished,0.494080336,1.199113082,39.02317312,41.94895513,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(of),atom(var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",51.8845,0.116,1.0,36.47890646,6765.0,0.255090535,1.176,8112.0,"[0.6680226824457594,0.5616693578437462,0.44943679599499375,0.35338630344305716]"
t5-large-lrml-b8_0.0005_beam3_hyper_42,39.437276,0.552199767,1242.0,0.0005,1,lrml_f_score,False,False,nsxqglk9,8882,2022-08-07T23:29:12.000Z,2022-08-07T23:29:12.000Z,2022-08-07T21:01:10.000Z,finished,0.52591027,0.919586105,39.437276,39.27232175,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",76.645,0.104,0.916268579,39.6036218,6765.0,0.305034906,0.796,6221.0,"[0.768043722874136,0.6514610389610389,0.5245122151172323,0.4135475322954621]"
bart-large-lrml-b12_9e-05_beam3_hyper_42,32.38454447,0.427339579,644.0,9e-05,1,lrml_f_score,False,False,1kpyvm4s,2763,2022-08-07T21:16:59.000Z,2022-08-07T21:16:59.000Z,2022-08-07T20:30:56.000Z,finished,0.360792651,0.803854875,32.38454447,31.55172304,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(and(obligation(expr(_fun(complyWith),atom (var(concreteChimney))),data(nzs_3109_clause_ordinaryGradeConcrete))))",47.1993,0.127,0.783483214,33.26252321,7056.0,0.22032997,1.292,5672.0,"[0.7314880112834978,0.5674567813224024,0.4028828828828829,0.2689014392421206]"
t5-base-lrml-b12_0.0005_beam5_hyper_42,37.71388089,0.503755958,920.0,0.0005,1,lrml_f_score,False,False,7gu3w81v,5196,2022-08-07T21:57:08.000Z,2022-08-07T21:57:08.000Z,2022-08-07T20:30:32.000Z,finished,0.503755958,1.121507761,37.71388089,39.37110687,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))),obligation(expr(fun(complyWith),atom(var(chimney)),data(ordinaryGradeConcrete))),obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109)))))",51.0635,0.118,1.0,36.19053303,6765.0,0.279626995,1.195,7587.0,"[0.6876235666271253,0.5737443529099123,0.45572672471533826,0.3581847649918963]"
t5-amr-lrml-b12_0.0005_beam1_hyper_42,37.69483877,0.518124372,874.0,0.0005,1,lrml_f_score,False,False,3mhs1a0p,6494,2022-08-07T21:14:44.000Z,2022-08-07T21:14:44.000Z,2022-08-07T19:26:30.000Z,finished,0.500723059,1.149889135,37.69483877,40.4541347,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(of),atom(var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109_clause_1_forordinaryGradeConcrete))))",34.9738,0.172,1.0,35.28792004,6765.0,0.255090535,1.744,7779.0,"[0.6829926725800232,0.5712619849701995,0.4534412955465587,0.355318588730911]"
bart-large-lrml-b12_9e-05_beam1_hyper_42,30.87490441,0.399318823,690.0,9e-05,1,lrml_f_score,False,False,2p55tb7t,4084,2022-08-07T20:30:40.000Z,2022-08-07T20:30:40.000Z,2022-08-07T19:22:36.000Z,finished,0.335234343,0.716836735,30.87490441,27.89957826,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(obligation(expr(_fun(complyWith),atom (rel(grade),var((concrete)),data((nzs_3109))))",12.6954,0.473,0.673668052,34.56058814,7056.0,0.222958803,4.805,5058.0,"[0.7404112297350731,0.5917550530318191,0.4444894651539708,0.3148717948717949]"
t5-base-lrml-b12_0.0005_beam3_hyper_42,37.69430577,0.488583931,920.0,0.0005,1,lrml_f_score,False,False,3attfime,6535,2022-08-07T20:30:17.000Z,2022-08-07T20:30:17.000Z,2022-08-07T18:41:22.000Z,finished,0.454598466,1.274648928,37.69430577,40.33008336,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",42.9248,0.14,1.0,35.38191625,6765.0,0.279510051,1.421,8623.0,"[0.6190420967180795,0.5196215837421163,0.41289260087048585,0.32156398104265405]"
t5-large-lrml-b8_0.0005_beam1_hyper_42,40.20632221,0.555525976,1242.0,0.0005,1,lrml_f_score,False,False,psz2sngk,8332,2022-08-07T20:55:25.000Z,2022-08-07T20:55:25.000Z,2022-08-07T18:36:33.000Z,finished,0.555525976,0.951071693,40.20632221,41.01326981,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",862.1051,0.009,0.949855467,39.43051573,6765.0,0.305034906,0.071,6434.0,"[0.7737022070251788,0.6582457241487526,0.5356463878326996,0.4288913773796192]"
t5-amr-lrml-b8_0.0005_beam5_hyper_42,38.47403397,0.52400978,1104.0,0.0005,1,lrml_f_score,False,False,3pmhzfw0,3699,2022-08-07T19:26:20.000Z,2022-08-07T19:26:20.000Z,2022-08-07T18:24:41.000Z,finished,0.52400978,1.057945307,38.47403397,39.89847795,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(ordinaryGradeConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",67.2401,0.119,1.0,37.14779411,6765.0,0.246893331,0.907,7157.0,"[0.7181780075450608,0.6004791431792559,0.47277896233120115,0.3698021221680527]"
bart-large-lrml-b8_9e-05_beam5_hyper_42,31.14165464,0.395671341,1311.0,9e-05,1,lrml_f_score,False,False,381hido9,7200,2022-08-07T19:22:20.000Z,2022-08-07T19:22:20.000Z,2022-08-07T17:22:20.000Z,finished,0.32413466,0.681689342,31.14165464,28.08730441,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(atom(var(complyWith),data(nzs_3109))))",40.9224,0.195,0.62691528,34.94134682,7056.0,0.277336985,1.491,4810.0,"[0.7713097713097713,0.618656559275637,0.46011092150170646,0.3254808731359412]"
t5-base-lrml-b12_0.0005_beam1_hyper_42,38.89347199,0.52204711,920.0,0.0005,1,lrml_f_score,False,False,hbbf9fvd,5410,2022-08-07T18:41:07.000Z,2022-08-07T18:41:07.000Z,2022-08-07T17:10:57.000Z,finished,0.52204711,1.115742794,38.89347199,39.79572074,"if(expr(fun(is),atom(rel(material),var(chimney)),data(concrete))),then(and(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))),obligation(expr(fun(complyWith),atom(var(chimney)),data(ordinaryGradeConcrete))),obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109)))))",19.5111,0.308,1.0,38.03122783,6765.0,0.279626995,3.126,7548.0,"[0.7034976152623211,0.5938293041271537,0.4749528683005656,0.37433808553971487]"
bart-large-lrml-b8_9e-05_beam3_hyper_42,28.43544347,0.396540149,552.0,9e-05,1,lrml_f_score,False,False,vwe63uov,1049,2022-08-07T17:22:03.000Z,2022-08-07T17:22:03.000Z,2022-08-07T17:04:34.000Z,finished,0.306507009,0.726899093,28.43544347,25.91775475,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(_fun(complyWith),atom(_var(nzs_3109)))))",20.602,0.388,0.686803698,31.49490473,7056.0,0.230626136,2.961,5129.0,"[0.6821992591148373,0.5295974743488555,0.3926502895945676,0.279619894864537]"
t5-amr-lrml-b8_0.0005_beam3_hyper_42,38.11906723,0.539613191,1104.0,0.0005,1,lrml_f_score,False,False,2slv3z9c,3182,2022-08-07T17:24:04.000Z,2022-08-07T17:24:04.000Z,2022-08-07T16:31:02.000Z,finished,0.539613191,1.039615669,38.11906723,38.75395882,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(ordinaryGradeConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",53.365,0.15,1.0,37.50464273,6765.0,0.246893331,1.143,7033.0,"[0.7352481160244562,0.6161790017211703,0.4889306902040226,0.3827737226277372]"
bart-large-lrml-b8_9e-05_beam1_hyper_42,30.47658692,0.449385127,1311.0,9e-05,1,lrml_f_score,False,False,2ojfzp6i,4286,2022-08-07T17:04:18.000Z,2022-08-07T17:04:18.000Z,2022-08-07T15:52:52.000Z,finished,0.449385127,1.029478458,30.47658692,31.32627575,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(obligation(expr(_fun(complyWith),atom (var(conruction)),data((nzs_3109))))",20.9047,0.383,1.0,29.67177451,7056.0,0.277336985,2.918,7264.0,"[0.6840583700440529,0.541024573094544,0.39568748249789976,0.27849173845502045]"
t5-base-lrml-b8_0.0005_beam5_hyper_42,38.20416848,0.533429631,1380.0,0.0005,1,lrml_f_score,False,False,xu00u32v,5181,2022-08-07T17:10:42.000Z,2022-08-07T17:10:42.000Z,2022-08-07T15:44:21.000Z,finished,0.461305193,1.239615669,38.20416848,40.94800228,"if(and(expr(fun(is),atom(rel(material),var(chimney)),data(concrete)),expr(fun(is),atom(rel(type),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",64.5689,0.124,1.0,35.80495851,6765.0,0.285424381,0.945,8386.0,"[0.6250894347722394,0.5255255255255256,0.4181994191674734,0.329635499207607]"
t5-amr-lrml-b8_0.0005_beam1_hyper_42,37.64064855,0.550882363,1104.0,0.0005,1,lrml_f_score,False,False,2eeww5p4,6031,2022-08-07T16:30:53.000Z,2022-08-07T16:30:53.000Z,2022-08-07T14:50:22.000Z,finished,0.550882363,1.039911308,37.64064855,38.66450797,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_1_for_ordinaryGradeConcrete))))",41.7181,0.192,1.0,36.66961508,6765.0,0.246893331,1.462,7035.0,"[0.7496801705756929,0.6294809291654717,0.5000723274989151,0.390251021599533]"
bart-large-lrml-b4_9e-05_beam5_hyper_42,30.58466601,0.406923154,1918.0,9e-05,1,lrml_f_score,False,False,168us2zb,5003,2022-08-07T15:52:36.000Z,2022-08-07T15:52:36.000Z,2022-08-07T14:29:13.000Z,finished,0.3199679,0.695294785,30.58466601,29.08868355,"if(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete))),then(and(obligation(atom(var(reinforcingSteel)),and(data(nzs_3109),data(ordinaryGrainedConcrete)))))",44.9115,0.356,0.645171639,32.24286264,7056.0,0.252733469,1.358,4906.0,"[0.7554015491235222,0.596078431372549,0.4379180602006689,0.30679652763074317]"
t5-large-lrml-b4_0.0005_beam5_hyper_42,37.98026525,0.530560658,2740.0,0.0005,1,lrml_f_score,False,False,15fz9rxt,18255,2022-08-07T18:36:11.000Z,2022-08-07T18:36:11.000Z,2022-08-07T13:31:56.000Z,finished,0.515137051,1.127272727,37.98026525,41.23029544,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(ordinaryGradeConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),and(data(nzs_3109))))",158.584,0.101,1.0,35.20517297,6765.0,0.358958513,0.385,7626.0,"[0.6814843954891162,0.5785855915399868,0.4725479744136461,0.3779390030901518]"
t5-base-lrml-b8_0.0005_beam3_hyper_42,39.53672504,0.535351767,1380.0,0.0005,1,lrml_f_score,False,False,29xbr9cz,5540,2022-08-07T14:55:57.000Z,2022-08-07T14:55:57.000Z,2022-08-07T13:23:37.000Z,finished,0.501513067,1.132002956,39.53672504,41.24077543,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(material),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",42.6317,0.188,1.0,37.96790808,6765.0,0.280291975,1.431,7658.0,"[0.6675372159832854,0.5677241016190602,0.45873142250530785,0.36387959866220737]"
bart-large-lrml-b4_9e-05_beam3_hyper_42,29.93211655,0.420419894,2192.0,9e-05,1,lrml_f_score,False,False,hts9vb41,4763,2022-08-07T14:27:36.000Z,2022-08-07T14:27:36.000Z,2022-08-07T13:08:13.000Z,finished,0.380657574,0.816043084,29.93211655,29.66384417,"if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(rulestatement(expr.fun(in),atom (rel(grade),var(_new)),and(data(nzs_3109)))),then(obligation(not(expr(_fun(complyWith),atom(_var(wall)),or(data((ordinaryGrade),data(concrete)))))",34.3688,0.466,0.798176526,30.20528558,7056.0,0.255877048,1.775,5758.0,"[0.7414032650225773,0.5743373705459014,0.4167849538679914,0.2914798206278027]"
