Name,test/lrml_f_score,test/lrml_precision,test/lrml_recall,eval/bleu.max,eval/lrml_f_score.max,test/bleu,State,Notes,User,Tags,Created,Runtime,Sweep,_n_gpu,_name_or_path,activation_dropout,activation_function,adafactor,adam_beta1,adam_beta2,adam_epsilon,add_bias_logits,add_cross_attention,add_final_layer_norm,architectures,attention_dropout,auto_find_batch_size,batch_size,bf16,bf16_full_eval,bos_token_id,chunk_size_feed_forward,classif_dropout,classifier_dropout,d_ff,d_kv,d_model,data_seed,dataloader_drop_last,dataloader_num_workers,dataloader_pin_memory,dataset,ddp_bucket_cap_mb,ddp_find_unused_parameters,debug,decay,decoder_attention_heads,decoder_ffn_dim,decoder_layerdrop,decoder_layers,decoder_start_token_id,decoding_runs,decoding_runs_prediction,deepspeed,dense_act_fn,disable_tqdm,diversity_penalty,do_eval,do_predict,do_sample,do_train,dropout,dropout_rate,early_stopping,early_stopping_patience,encoder_attention_heads,encoder_ffn_dim,encoder_layerdrop,encoder_layers,encoder_no_repeat_ngram_size,eos_token_id,epochs,eval_accumulation_steps,eval_batch_size,eval_delay,eval_steps,eval_strategy,evaluate_only,evaluation_set,evaluation_strategy,feed_forward_proj,forced_bos_token_id,forced_eos_token_id,fp16,fp16_backend,fp16_full_eval,fp16_opt_level,fsdp,fsdp_min_num_params,full_determinism,generation_max_length,generation_num_beams,gradient_accumulation_steps,gradient_checkpointing,greater_is_better,group_by_length,half_precision_backend,hub_model_id,hub_private_repo,hub_strategy,hub_token,id2label.0,id2label.1,id2label.2,ignore_data_skip,include_inputs_for_metrics,init_std,initializer_factor,is_decoder,is_encoder_decoder,is_gated_act,jit_mode_eval,label2id.LABEL_0,label2id.LABEL_1,label2id.LABEL_2,label_names,label_smoothing,label_smoothing_factor,layer_norm_epsilon,learning_rate,length_column_name,length_penalty,load_best_model_at_end,local_rank,log_level,log_level_replica,log_on_each_node,logging_dir,logging_first_step,logging_nan_inf_filter,logging_steps,logging_strategy,lr_scheduler_type,max_grad_norm,max_length,max_position_embeddings,max_steps,metric_for_best_model,metric_names,min_length,model_name,model_path,model_type,mp_parameters,n_positions,no_cuda,no_repeat_ngram_size,normalize_before,normalize_embedding,num_beam_groups,num_beams,num_decoder_layers,num_heads,num_hidden_layers,num_layers,num_return_sequences,num_train_epochs,optim,output_attentions,output_dir,output_hidden_states,output_past,output_scores,overwrite_output_dir,pad_token_id,past_index,per_device_eval_batch_size,per_device_train_batch_size,per_gpu_eval_batch_size,per_gpu_train_batch_size,predict_with_generate,prediction_loss_only,prefix_list,push_to_hub,push_to_hub_model_id,push_to_hub_organization,push_to_hub_token,ray_scope,relative_attention_max_distance,relative_attention_num_buckets,remove_invalid_values,remove_unused_columns,repetition_penalty,report_to,resume_from_checkpoint,return_dict,return_dict_in_generate,run_name,save_on_each_node,save_steps,save_strategy,save_total_limit,scale_embedding,seed,sharded_ddp,skip_memory_metrics,sortish_sampler,task_specific_params.summarization.early_stopping,task_specific_params.summarization.length_penalty,task_specific_params.summarization.max_length,task_specific_params.summarization.min_length,task_specific_params.summarization.no_repeat_ngram_size,task_specific_params.summarization.num_beams,task_specific_params.summarization.prefix,task_specific_params.summarization_cnn.length_penalty,task_specific_params.summarization_cnn.max_length,task_specific_params.summarization_cnn.min_length,task_specific_params.summarization_cnn.num_beams,task_specific_params.summarization_xsum.length_penalty,task_specific_params.summarization_xsum.max_length,task_specific_params.summarization_xsum.min_length,task_specific_params.summarization_xsum.num_beams,task_specific_params.translation_amr_to_text.corpus_dir,task_specific_params.translation_amr_to_text.max_in_len,task_specific_params.translation_amr_to_text.max_out_len,task_specific_params.translation_amr_to_text.model_name_or_path,task_specific_params.translation_amr_to_text.train_fn,task_specific_params.translation_amr_to_text.valid_fn,task_specific_params.translation_en_to_de.early_stopping,task_specific_params.translation_en_to_de.max_length,task_specific_params.translation_en_to_de.num_beams,task_specific_params.translation_en_to_de.prefix,task_specific_params.translation_en_to_fr.early_stopping,task_specific_params.translation_en_to_fr.max_length,task_specific_params.translation_en_to_fr.num_beams,task_specific_params.translation_en_to_fr.prefix,task_specific_params.translation_en_to_ro.early_stopping,task_specific_params.translation_en_to_ro.max_length,task_specific_params.translation_en_to_ro.num_beams,task_specific_params.translation_en_to_ro.prefix,temperature,tf32,tie_encoder_decoder,tie_word_embeddings,top_k,top_p,torch_dtype,torchdynamo,torchscript,tpu_metrics_debug,tpu_num_cores,train_batch_size,transformers_version,typical_p,use_bfloat16,use_cache,use_ipex,use_legacy_prediction_loop,vocab_size,warmup_ratio,warmup_steps,weight_decay,write_predictions,xpu_backend,eval/brevity_penalty,eval/length_ratio,eval/loss,eval/lrml_precision,eval/precisions,eval/prediction,eval/reference_length,eval/runtime,eval/samples_per_second,eval/steps_per_second,eval/translation_length,input_sample,output_sample,prediction,test/brevity_penalty,test/length_ratio,test/loss,test/precisions,test/prediction,test/reference_length,test/runtime,test/samples_per_second,test/steps_per_second,test/translation_length,train/epoch,train/global_step,train/learning_rate,train/loss,train/total_flos,train/train_loss,train/train_runtime,train/train_samples_per_second,train/train_steps_per_second,eval/lrml_recall
T5-multi-multi-refine-b8_8e-06_beam3_multi-refine-sem-small_42,42.17470305351628,39.31971933719126,45.47674510615992,0.5023137104462426,42.17470305351628,0.5023137104462426,finished,-,stefanfuchs164,,2022-08-13T03:07:19.000Z,447,,1,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5ForConditionalGeneration""]",,FALSE,8,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-refine,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,2,,,,,0,1,20,32,8,0,500,epoch,FALSE,test,epoch,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.000008,length,1,TRUE,-1,20,-1,TRUE,models/T5-multi-multi-refine-b8_8e-06_beam3_multi-refine-sem-small_42/runs/Aug13_15-07-19_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-multi,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,t5,,512,FALSE,0,,,1,1,12,12,,12,1,20,adamw_hf,FALSE,models/T5-multi-multi-refine-b8_8e-06_beam3_multi-refine-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,8,8,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-multi-multi-refine-b8_8e-06_beam3_multi-refine-sem-small_42,FALSE,500,epoch,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,float32,None,FALSE,FALSE,None,8,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.229859571322986,0.343841016,36.848431323060275,"[0.6371394230769231,0.5385639907979174,0.4292510368382532,0.33759370775470077]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,62.947,0.969,0.127,8320,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",1,1.1649667405764967,0.3406268060207367,"[0.6730110392082224,0.5702046035805627,0.45675989173862613,0.36321122369446607]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,68.3103,0.893,0.117,7881,3,207,,,9.95646E+14,0.003515143,368.6221,29.57,3.744,44.22942429741948
T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42,41.87392890398138,39.745108281072035,44.24370245056611,0.5411200441254131,41.87392890398138,0.5351222883329187,finished,-,stefanfuchs164,,2022-08-11T23:43:48.000Z,78814,,1,t5-base,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5WithLMHeadModel""]",,FALSE,12,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-silver,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,30,,,,,0,1,2,32,12,0,500,steps,FALSE,test,steps,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.0004,length,1,TRUE,-1,20,-1,TRUE,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/runs/Aug12_11-43-48_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-base,/home/sffc348/Repos/LrmlNotebooks/models/model_t5-amr/,t5,,512,FALSE,0,,,1,1,12,12,,12,1,2,adamw_hf,FALSE,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,12,12,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42,FALSE,500,steps,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,,None,FALSE,FALSE,None,12,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.224390243902439,0.3728803396224976,34.78625375815957,"[0.662078956899674,0.5555825833130625,0.4423477515010415,0.3476543209876543]",,6765,53.3095,1.144,0.113,8283,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",,1,1.0586844050258684,0.3401324152946472,"[0.7238201619659314,0.6101957470778764,0.484375,0.38329273534890385]",,6765,50.1041,1.217,0.12,7162,2,37000,4.331348132106119e-7,0.0157,270377303408640000,0.034038012,78751.9633,5.644,0.47,43.31459226795885
T5-multi-multi-refine-b8_9e-06_beam3_multi-refine-sem-small_42,41.864470060148314,38.91407760625915,45.29895171,0.4873452239167389,41.864470060148314,0.4873452239167389,finished,-,stefanfuchs164,,2022-08-13T01:49:01.000Z,440,,1,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5ForConditionalGeneration""]",,FALSE,8,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-refine,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,2,,,,,0,1,20,32,8,0,500,epoch,FALSE,test,epoch,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.000009,length,1,TRUE,-1,20,-1,TRUE,models/T5-multi-multi-refine-b8_9e-06_beam3_multi-refine-sem-small_42/runs/Aug13_13-49-01_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-multi,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,t5,,512,FALSE,0,,,1,1,12,12,,12,1,20,adamw_hf,FALSE,models/T5-multi-multi-refine-b8_9e-06_beam3_multi-refine-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,8,8,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-multi-multi-refine-b8_9e-06_beam3_multi-refine-sem-small_42,FALSE,500,epoch,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,float32,None,FALSE,FALSE,None,8,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.233850702143385,0.3442996144294739,36.66859075517829,"[0.6348388642626093,0.5356022206130823,0.4257750759878419,0.33378245957863795]",,6765,60.9611,1.001,0.131,8347,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))",,1,1.1991130820399114,0.34068402647972107,"[0.6535996055226825,0.5535958266053906,0.4430538172715895,0.3518728717366629]",,6765,59.7636,1.021,0.134,8112,3,207,,,9.95646E+14,0.003494005,359.6167,30.31,3.837,44.04929214475297
T5-multi-multi-refine-b8_6e-06_beam3_multi-refine-sem-small_42,41.80411066829713,39.08686450549615,44.927378507745125,0.4978662379305864,41.80411066829713,0.4978662379305864,finished,-,stefanfuchs164,,2022-08-13T03:02:20.000Z,427,,1,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5ForConditionalGeneration""]",,FALSE,8,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-refine,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,2,,,,,0,1,20,32,8,0,500,epoch,FALSE,test,epoch,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.000006,length,1,TRUE,-1,20,-1,TRUE,models/T5-multi-multi-refine-b8_6e-06_beam3_multi-refine-sem-small_42/runs/Aug13_15-02-20_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-multi,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,t5,,512,FALSE,0,,,1,1,12,12,,12,1,20,adamw_hf,FALSE,models/T5-multi-multi-refine-b8_6e-06_beam3_multi-refine-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,8,8,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-multi-multi-refine-b8_6e-06_beam3_multi-refine-sem-small_42,FALSE,500,epoch,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,float32,None,FALSE,FALSE,None,8,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.225129342202513,0.3429313898086548,37.010531928916905,"[0.6398407335907336,0.5409019083505531,0.43068821944648544,0.3389265885256015]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,63.1873,0.965,0.127,8288,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",1,1.1568366592756836,0.3404932916164398,"[0.6702018911321237,0.566516419832582,0.4517133956386293,0.35823629464869816]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,58.9338,1.035,0.136,7826,3,207,,,9.95646E+14,0.003561426,359.091,30.354,3.843,44.30839742839056
T5-multi-multi-refine-b8_5e-06_beam3_multi-refine-sem-small_42,41.80411066829713,39.08686450549615,44.927378507745125,0.4978662379305864,41.80411066829713,0.4978662379305864,finished,-,stefanfuchs164,,2022-08-13T02:39:24.000Z,439,,1,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5ForConditionalGeneration""]",,FALSE,8,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-refine,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,2,,,,,0,1,20,32,8,0,500,epoch,FALSE,test,epoch,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.000005,length,1,TRUE,-1,20,-1,TRUE,models/T5-multi-multi-refine-b8_5e-06_beam3_multi-refine-sem-small_42/runs/Aug13_14-39-24_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-multi,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,t5,,512,FALSE,0,,,1,1,12,12,,12,1,20,adamw_hf,FALSE,models/T5-multi-multi-refine-b8_5e-06_beam3_multi-refine-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,8,8,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-multi-multi-refine-b8_5e-06_beam3_multi-refine-sem-small_42,FALSE,500,epoch,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,float32,None,FALSE,FALSE,None,8,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.2397634885439763,0.34248822927474976,37.32917946498718,"[0.638130439966615,0.5383137160701418,0.4295220810647308,0.33995611896635786]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,59.5294,1.025,0.134,8387,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",1,1.1568366592756836,0.3404318392276764,"[0.6702018911321237,0.566516419832582,0.4517133956386293,0.35823629464869816]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,57.911,1.053,0.138,7826,3,207,,,9.95646E+14,0.003586623,373.0101,29.222,3.7,44.92106755525118
T5-multi-multi-refine-b12_5e-06_beam3_multi-refine-sem-small_42,41.69646120408724,39.24158653930681,44.47897643866559,0.5362130446293012,41.69646120408724,0.5362130446293012,finished,-,stefanfuchs164,,2022-08-13T02:46:46.000Z,403,,1,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,,,FALSE,0.9,0.999,1e-8,,FALSE,,"[""T5ForConditionalGeneration""]",,FALSE,12,FALSE,FALSE,,0,,,3072,64,768,None,FALSE,0,TRUE,multi-refine,None,None,[],0.0001,,,,,0,5,5,None,relu,FALSE,0,TRUE,FALSE,FALSE,FALSE,,0.1,FALSE,2,,,,,0,1,20,32,12,0,500,epoch,FALSE,test,epoch,relu,,,FALSE,auto,FALSE,O1,[],0,FALSE,512,3,1,FALSE,TRUE,FALSE,auto,None,FALSE,every_save,<HUB_TOKEN>,LABEL_0,LABEL_1,,FALSE,FALSE,,1,FALSE,TRUE,FALSE,FALSE,0,1,,None,,0,0.000001,0.000005,length,1,TRUE,-1,20,-1,TRUE,models/T5-multi-multi-refine-b12_5e-06_beam3_multi-refine-sem-small_42/runs/Aug13_14-46-47_Broad-AI-2,FALSE,TRUE,500,steps,linear,1,20,,-1,lrml_f_score,"[""lrml"",""bleu""]",0,T5-multi,models/T5-base-multi-silver-b12_0.0004_beam3_multi-sem-small_42/checkpoint-22000,t5,,512,FALSE,0,,,1,1,12,12,,12,1,20,adamw_hf,FALSE,models/T5-multi-multi-refine-b12_5e-06_beam3_multi-refine-sem-small_42,FALSE,TRUE,FALSE,FALSE,0,-1,12,12,None,None,TRUE,FALSE,"[""generate common sense sentence: "",""fix common sense sentence: ""]",FALSE,None,None,<PUSH_TO_HUB_TOKEN>,last,128,32,FALSE,TRUE,1,['wandb'],None,TRUE,FALSE,models/T5-multi-multi-refine-b12_5e-06_beam3_multi-refine-sem-small_42,FALSE,500,epoch,2,,42,[],TRUE,FALSE,TRUE,2,200,30,3,4,summarize: ,,,,,,,,,,,,,,,TRUE,300,4,translate English to German: ,TRUE,300,4,translate English to French: ,TRUE,300,4,translate English to Romanian: ,1,None,FALSE,TRUE,50,1,float32,None,FALSE,FALSE,None,12,4.20.1,1,FALSE,TRUE,FALSE,FALSE,32128,0,100,0.0001,FALSE,None,1,1.2369549150036956,0.3411163091659546,38.055453485343264,"[0.6347992351816444,0.5382207776573974,0.4309968469560999,0.3417226634086744]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,58.066,1.051,0.103,8368,"parse English to LegalRuleML: 1.8.2 Concrete Chimneys of reinforced concrete, shall comply with the relevant clauses of NZS 3109 for ordinary grade concrete.","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)),expr(fun(is),atom(rel(grade),var(concrete)),data(ordinary)))),then(obligation(expr(fun(complyWith),atom(var(chimney)),data(nzs_3109))))","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",1,1.0675535846267554,0.3402334749698639,"[0.7254223206867904,0.6115067727970954,0.4854929577464789,0.3838613439409007]","if(and(expr(fun(is),atom(rel(construction),var(chimney)),data(concrete)),expr(fun(is),atom(rel(construction),var(chimney)),data(reinforcedConcrete)))),then(obligation(expr(fun(complyWith),atom(rel(construction),var(chimney)),data(nzs_3109_clause_2.1))))",6765,53.0397,1.15,0.113,7222,3,138,,,9.95646E+14,0.00385991,340.9199,31.972,2.699,45.10078702874862
